Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Unnamed: 30_level_0_Matches
1,Azeem Abdulai,sct SCO,"DF,FW",Swansea City,20,2002,1.5,136,3,22,70,46,2,136,8,1,12.5,3,37.5,72,525,146,5,7,0,7,2,84,18,Matches
2,Ken Aboh,eng ENG,MF,Norwich City,18,2004,0.1,5,0,1,3,1,0,5,0,0,,0,,1,0,0,0,0,0,0,0,4,0,Matches
3,Che Adams,sct SCO,FW,Southampton,27,1996,25.4,921,18,70,470,393,126,921,34,19,55.9,12,35.3,575,2126,737,21,16,9,58,20,747,150,Matches
4,Ebou Adams,gm GAM,"MF,DF",Cardiff City,27,1996,3.4,215,20,92,115,8,3,215,1,0,0.0,1,100.0,112,409,118,2,1,2,7,3,112,0,Matches
5,Albert Adomah,gh GHA,"DF,FW",QPR,35,1987,4.1,175,9,54,55,70,10,175,9,3,33.3,5,55.6,79,470,262,10,4,0,12,7,78,26,Matches
6,Emanuel Aiwum,at AUT,DF,Birmingham City,22,2000,21.6,1159,163,637,487,39,12,1159,10,4,40.0,5,50.0,573,2605,1166,3,2,0,10,3,668,3,Matches
7,Semi Ajayi,ng NGA,DF,West Brom,29,1993,13.4,893,82,396,427,75,15,893,15,9,60.0,5,33.3,502,2701,1635,21,16,0,13,8,623,2,Matches
8,Yunus Akgün,tr TUR,"MF,FW",Leicester City,23,2000,9.9,513,0,49,226,243,38,513,17,8,47.1,7,41.2,337,1698,733,24,13,8,20,13,391,80,Matches
9,Marc Albrighton,eng ENG,FW,Leicester City,33,1989,1.4,123,2,15,43,67,5,123,4,1,25.0,3,75.0,77,317,132,6,2,0,5,2,84,20,Matches
10,Carlos Alcaraz,ar ARG,"MF,FW",Southampton,20,2002,12.2,808,19,74,445,301,37,807,47,23,48.9,23,48.9,513,2572,1219,28,28,6,35,17,628,74,Matches
11,Ajibola Alese,eng ENG,DF,Sunderland,22,2001,5.1,371,14,140,157,75,11,371,4,1,25.0,1,25.0,167,630,328,7,5,3,3,1,213,18,Matches
12,Rúnar Alex Rúnarsson,is ISL,GK,Cardiff City,28,1995,6.0,231,194,227,4,0,0,231,0,0,,0,,141,551,292,0,0,0,1,1,117,0,Matches
13,Jamie Allen,eng ENG,MF,Coventry City,28,1995,12.9,559,20,100,292,173,18,559,15,7,46.7,8,53.3,321,1818,925,22,11,2,23,10,385,44,Matches
14,Joe Allen,wls WAL,MF,Swansea City,33,1990,7.1,376,17,84,224,70,12,376,9,5,55.6,3,33.3,170,741,380,9,4,2,10,9,227,9,Matches
15,Ryan Allsop,eng ENG,GK,Hull City,31,1992,36.9,2055,1397,2018,37,0,0,2055,1,1,100.0,0,0.0,1519,7113,4275,0,0,0,0,0,1432,0,Matches
16,Jak Alnwick,eng ENG,GK,Cardiff City,30,1993,24.0,940,779,933,7,0,0,940,1,1,100.0,0,0.0,505,2396,1206,0,0,0,2,0,439,0,Matches
17,Sone Aluko,ng NGA,FW,Ipswich Town,34,1989,0.0,4,0,0,0,4,2,4,0,0,,0,,0,0,0,0,0,0,0,0,3,1,Matches
18,Samuel Amo-Ameyaw,eng ENG,"FW,MF",Southampton,17,2006,0.8,52,2,5,9,39,3,52,8,4,50.0,4,50.0,34,258,112,4,3,2,0,3,40,12,Matches
19,Ethan Ampadu,wls WAL,"MF,DF",Leeds United,22,2000,46.0,3772,207,1321,2190,310,40,3772,21,11,52.4,9,42.9,2214,12061,6666,55,46,5,29,20,2664,18,Matches
20,Lucas Andersen,dk DEN,MF,QPR,28,1994,10.1,555,14,86,204,268,29,555,20,9,45.0,11,55.0,276,1545,724,24,17,8,18,11,329,52,Matches
21,Keshi Anderson,eng ENG,"FW,MF",Birmingham City,28,1995,11.3,559,11,80,253,240,42,559,39,17,43.6,20,51.3,351,2569,1238,45,29,15,31,23,384,69,Matches
22,Kai Andrews,wls WAL,MF,Coventry City,16,2006,0.0,4,0,0,4,0,0,4,1,0,0.0,1,100.0,3,24,0,0,0,0,0,0,4,0,Matches
23,Ryan Andrews,eng ENG,"DF,MF",Watford,18,2004,28.6,1709,71,498,754,481,59,1709,50,16,32.0,26,52.0,853,5020,2739,76,37,17,53,23,934,156,Matches
24,Jaidon Anthony,eng ENG,"FW,MF",Leeds United,23,1999,5.6,415,3,41,170,209,26,415,33,11,33.3,20,60.6,263,1702,734,33,13,14,11,13,300,64,Matches
25,Adil Aouchiche,fr FRA,"MF,FW",Sunderland,21,2002,12.2,780,9,72,328,390,59,779,27,10,37.0,12,44.4,451,2357,1153,37,26,9,41,20,528,104,Matches
26,Arvin Appiah,eng ENG,"FW,MF",Rotherham Utd,22,2001,9.3,341,7,49,141,166,11,341,39,15,38.5,18,46.2,226,1740,836,30,20,8,27,13,213,46,Matches
27,Joe Aribo,ng NGA,MF,Southampton,27,1996,17.8,1218,26,167,639,430,49,1218,54,25,46.3,26,48.1,781,4183,2253,59,46,11,30,28,926,118,Matches
28,Adam Armstrong,eng ENG,"FW,MF",Southampton,26,1997,41.6,1617,27,113,546,970,290,1613,77,21,27.3,44,57.1,985,5206,2353,96,56,41,67,44,1263,382,Matches
29,Sinclair Armstrong,ie IRL,FW,QPR,20,2003,19.8,447,2,17,155,283,83,447,56,27,48.2,25,44.6,293,2610,1143,54,26,39,61,32,353,100,Matches
30,Stuart Armstrong,sct SCO,MF,Southampton,31,1992,31.4,2325,42,243,1067,1035,135,2325,98,40,40.8,55,56.1,1458,8492,3812,115,79,24,81,47,1861,239,Matches
31,Harrison Ashby,sct SCO,"DF,MF",Swansea City,21,2001,8.9,426,25,138,192,103,6,426,15,7,46.7,8,53.3,188,819,360,11,6,1,8,1,228,34,Matches
32,Cian Ashford,wls WAL,FW,Cardiff City,18,2004,3.5,143,2,24,58,62,12,143,10,5,50.0,4,40.0,91,633,343,12,8,6,11,2,94,28,Matches
33,Yaser Asprilla,co COL,"FW,MF",Watford,19,2003,30.4,1526,7,125,746,680,96,1526,111,59,53.2,42,37.8,966,6321,2659,74,51,33,91,37,1089,228,Matches
34,Joshua Austerfield,eng ENG,MF,Huddersfield,21,2001,0.8,22,0,0,15,7,1,22,0,0,,0,,16,81,42,1,0,0,0,0,15,1,Matches
35,Daniel Ayala,es ESP,DF,Rotherham Utd,32,1990,3.9,155,25,85,67,5,4,155,0,0,,0,,59,280,87,0,1,0,3,0,56,0,Matches
36,Yasin Ayari,se SWE,MF,Blackburn,19,2003,3.7,252,3,49,123,83,5,252,11,3,27.3,8,72.7,123,614,317,4,2,2,12,1,159,12,Matches
37,Yasin Ayari,se SWE,MF,Coventry City,19,2003,6.1,329,2,39,151,143,20,329,19,10,52.6,8,42.1,199,1042,478,10,7,6,22,9,241,43,Matches
38,Loick Ayina,cg CGO,"DF,MF",Huddersfield,20,2003,0.9,33,8,22,7,4,1,33,0,0,,0,,12,50,47,1,1,0,0,0,18,0,Matches
39,Luke Ayling,eng ENG,DF,Leeds United,31,1991,8.3,550,30,144,229,180,24,550,17,4,23.5,13,76.5,255,1200,541,14,10,3,12,5,293,58,Matches
40,Luke Ayling,eng ENG,DF,Middlesbrough,31,1991,18.2,1341,61,372,585,400,35,1341,24,11,45.8,12,50.0,727,3403,1818,53,31,5,28,10,842,107,Matches
41,Finn Azaz,ie IRL,"MF,FW",Plymouth Argyle,22,2000,19.6,1082,23,178,523,399,72,1081,60,33,55.0,20,33.3,690,3866,2077,60,38,20,39,36,787,114,Matches
42,Finn Azaz,ie IRL,"MF,FW",Middlesbrough,22,2000,15.1,817,13,89,387,348,65,817,42,19,45.2,21,50.0,521,2709,1361,47,32,17,42,24,618,113,Matches
43,Abdoullah Ba,fr FRA,"MF,FW",Sunderland,20,2003,21.4,912,10,74,334,519,95,912,95,31,32.6,57,60.0,635,4373,2218,80,44,38,54,37,721,220,Matches
44,Daniel Bachmann,at AUT,GK,Watford,29,1994,27.0,1189,798,1150,39,0,0,1189,0,0,,0,,731,3665,2192,1,1,1,0,0,741,0,Matches
45,Juninho Bacuna,cw CUW,"FW,MF",Birmingham City,25,1997,33.0,1848,68,359,833,694,78,1847,119,57,47.9,57,47.9,948,6086,3095,93,54,22,110,68,1074,152,Matches
46,Lewis Baker,eng ENG,MF,Stoke City,28,1995,11.9,628,20,89,307,236,15,628,12,6,50.0,3,25.0,289,1823,635,12,9,3,17,8,372,30,Matches
47,Tyreeq Bakinson,eng ENG,MF,Sheffield Weds,24,1998,3.2,111,18,40,50,23,1,111,3,0,0.0,3,100.0,57,403,203,4,5,1,7,2,52,5,Matches
48,Radinio Balker,sr SUR,DF,Huddersfield,24,1998,4.5,230,33,116,106,9,5,230,1,1,100.0,0,0.0,113,715,422,0,0,0,1,1,130,1,Matches
49,Dominic Ball,eng ENG,"MF,DF",Ipswich Town,27,1995,1.6,152,8,38,88,26,1,152,3,0,0.0,3,100.0,75,476,159,1,4,0,3,2,94,3,Matches
50,Daniel Ballard,nir NIR,DF,Sunderland,23,1999,42.6,3137,467,1788,1265,105,64,3137,20,13,65.0,6,30.0,1868,10649,5664,26,18,0,23,3,2083,10,Matches
51,Patrick Bamford,eng ENG,"FW,MF",Leeds United,29,1993,16.6,504,11,29,232,253,101,503,26,9,34.6,15,57.7,276,1202,486,17,9,15,45,24,351,82,Matches
52,Alex Bangura,sl SLE,DF,Middlesbrough,24,1999,6.5,391,15,112,158,124,16,391,22,18,81.8,4,18.2,211,1374,734,26,13,6,10,7,252,49,Matches
53,Barry Bannan,sct SCO,MF,Sheffield Weds,33,1989,38.0,2520,81,581,1359,611,19,2520,39,24,61.5,13,33.3,1239,4950,2089,32,28,5,40,16,1521,51,Matches
54,Daniel Barlaser,tr TUR,MF,Middlesbrough,26,1997,25.9,2379,89,566,1318,512,13,2379,25,14,56.0,10,40.0,1382,6055,3103,39,40,3,18,16,1790,33,Matches
55,Ashley Barnes,eng ENG,"MF,FW",Norwich City,33,1989,27.8,724,33,130,364,235,89,723,15,6,40.0,7,46.7,396,1263,457,12,13,4,47,26,531,89,Matches
56,Kyle Bartley,eng ENG,DF,West Brom,32,1991,29.0,1857,229,994,801,68,51,1857,1,0,0.0,1,100.0,1038,5159,2397,5,7,1,12,2,1208,5,Matches
57,Danny Batth,eng ENG,DF,Norwich City,32,1990,6.5,436,69,257,167,13,8,436,0,0,,0,,215,837,409,0,1,0,3,3,302,2,Matches
58,Patrick Bauer,de GER,DF,Preston,30,1992,0.7,26,5,12,13,1,0,26,0,0,,0,,13,18,9,0,0,0,0,0,14,0,Matches
59,Vakoun Bayo,ci CIV,FW,Watford,26,1997,24.7,792,24,83,385,333,91,792,33,17,51.5,16,48.5,417,1943,659,24,17,6,75,29,577,113,Matches
60,Gavin Bazunu,ie IRL,GK,Southampton,21,2002,41.0,2001,1361,1931,69,1,1,2001,0,0,,0,,1334,5284,3232,0,0,0,1,0,1420,0,Matches
61,James Beadle,eng ENG,GK,Sheffield Weds,19,2004,19.0,788,624,783,5,0,0,788,1,1,100.0,0,0.0,424,1972,980,0,0,0,0,0,390,0,Matches
62,Jan Bednarek,pl POL,DF,Southampton,27,1996,39.4,4323,430,1720,2488,126,39,4323,6,3,50.0,1,16.7,2699,13985,9138,44,23,0,14,2,3277,6,Matches
63,Asmir Begović,ba BIH,GK,QPR,36,1987,45.0,1567,1389,1558,9,0,0,1567,0,0,,0,,776,3681,2223,0,0,0,0,0,718,0,Matches
64,Sam Bell,eng ENG,"FW,DF",Bristol City,21,2002,20.1,702,13,112,259,339,79,702,38,14,36.8,20,52.6,407,2770,1183,48,22,26,43,22,454,154,Matches
65,Jobe Bellingham,eng ENG,"MF,FW",Sunderland,17,2005,40.3,1854,92,327,998,553,100,1854,57,25,43.9,25,43.9,1131,6417,2465,64,54,14,89,62,1364,181,Matches
66,Jewison Bennette,cr CRC,FW,Sunderland,19,2004,0.1,6,1,1,4,2,0,6,2,1,50.0,1,50.0,4,16,2,0,0,0,0,0,3,1,Matches
67,Di'Shon Bernard,jm JAM,DF,Sheffield Weds,22,2000,30.3,1647,233,947,642,67,23,1647,21,12,57.1,7,33.3,832,4483,2790,19,11,2,26,19,919,8,Matches
