Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
Azeem Abdulai,SCO,"DF,FW",Swansea City,20.0,2002.0,7,0,139,1.5,0,1,1,0,0,0,1,0,0.0,0.0,0.1,0.1,5,9,18,0.0,0.65,0.65,0.0,0.65,0.0,0.06,0.06,0.0,0.06
Ken Aboh,ENG,MF,Norwich City,18.0,2004.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Che Adams,SCO,FW,Southampton,27.0,1996.0,40,25,2289,25.4,16,4,20,16,0,0,5,0,13.6,13.6,3.6,17.2,21,88,150,0.63,0.16,0.79,0.63,0.79,0.53,0.14,0.68,0.53,0.68
Ebou Adams,GAM,"MF,DF",Cardiff City,27.0,1996.0,11,3,310,3.4,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,2,5,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01
Albert Adomah,GHA,"DF,FW",QPR,35.0,1987.0,16,2,370,4.1,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.6,10,1,26,0.0,0.0,0.0,0.0,0.0,0.04,0.1,0.13,0.04,0.13
Emanuel Aiwum,AUT,DF,Birmingham City,22.0,2000.0,24,22,1941,21.6,0,0,0,0,0,0,4,0,0.7,0.7,0.2,0.9,3,50,3,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04
Semi Ajayi,NGA,DF,West Brom,29.0,1993.0,26,10,1210,13.4,2,1,3,2,0,0,1,0,0.9,0.9,0.2,1.1,21,44,2,0.15,0.07,0.22,0.15,0.22,0.07,0.01,0.08,0.07,0.08
Yunus Akgün,TUR,"MF,FW",Leicester City,23.0,2000.0,23,9,890,9.9,1,2,3,1,0,0,1,0,1.2,1.2,1.6,2.8,24,27,80,0.1,0.2,0.3,0.1,0.3,0.12,0.16,0.28,0.12,0.28
Marc Albrighton,ENG,FW,Leicester City,33.0,1989.0,12,0,129,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.8,0.8,6,8,20,0.0,0.0,0.0,0.0,0.0,0.03,0.53,0.56,0.03,0.56
Carlos Alcaraz,ARG,"MF,FW",Southampton,20.0,2002.0,23,13,1102,12.2,3,1,4,3,0,1,4,0,4.4,3.6,1.1,4.6,28,78,74,0.25,0.08,0.33,0.25,0.33,0.36,0.09,0.44,0.29,0.38
