Player,Nation,Pos,Squad,Age,Born,90s,Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks
Azeem Abdulai,SCO,"DF,FW",Swansea City,20.0,2002.0,1.5,94,85,9,2,0,1,7,7,0,0,0,0,75,0,1
Ken Aboh,ENG,MF,Norwich City,18.0,2004.0,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
Che Adams,SCO,FW,Southampton,27.0,1996.0,25.4,678,633,36,8,10,10,7,9,0,0,0,0,516,9,25
Ebou Adams,GAM,"MF,DF",Cardiff City,27.0,1996.0,3.4,155,149,6,0,0,0,1,6,0,0,0,0,113,0,1
Albert Adomah,GHA,"DF,FW",QPR,35.0,1987.0,4.1,114,96,13,2,0,1,15,11,0,0,0,0,60,5,7
Emanuel Aiwum,AUT,DF,Birmingham City,22.0,2000.0,21.6,921,855,64,24,0,4,3,38,0,0,0,0,774,2,7
Semi Ajayi,NGA,DF,West Brom,29.0,1993.0,13.4,785,746,36,21,1,18,9,11,0,0,0,0,634,3,7
Yunus Akgün,TUR,"MF,FW",Leicester City,23.0,2000.0,9.9,426,410,15,4,2,1,17,1,10,5,4,0,370,1,6
Marc Albrighton,ENG,FW,Leicester City,33.0,1989.0,1.4,103,89,14,1,0,0,27,4,9,1,6,0,64,0,2
Carlos Alcaraz,ARG,"MF,FW",Southampton,20.0,2002.0,12.2,616,601,14,5,5,9,5,7,1,0,0,0,508,1,15
Ajibola Alese,ENG,DF,Sunderland,22.0,2001.0,5.1,324,260,64,6,0,0,4,57,0,0,0,0,255,0,7
Rúnar Alex Rúnarsson,ISL,GK,Cardiff City,28.0,1995.0,6.0,221,164,57,15,0,1,0,0,0,0,0,0,176,0,0
Jamie Allen,ENG,MF,Coventry City,28.0,1995.0,12.9,454,444,10,5,3,2,9,0,0,0,0,0,374,0,8
Joe Allen,WAL,MF,Swansea City,33.0,1990.0,7.1,307,299,8,5,0,2,3,3,0,0,0,0,259,0,10
Ryan Allsop,ENG,GK,Hull City,31.0,1992.0,36.9,1980,1760,213,89,2,3,0,1,0,0,0,0,1566,7,3
Jak Alnwick,ENG,GK,Cardiff City,30.0,1993.0,24.0,882,597,282,110,0,3,0,0,0,0,0,0,555,3,1
Sone Aluko,NGA,FW,Ipswich Town,34.0,1989.0,0.0,3,3,0,0,0,0,1,0,0,0,0,0,2,0,1
Samuel Amo-Ameyaw,ENG,"FW,MF",Southampton,17.0,2006.0,0.8,39,36,3,0,0,0,6,1,2,1,0,0,31,0,1
Ethan Ampadu,WAL,"MF,DF",Leeds United,22.0,2000.0,46.0,3337,3188,134,79,12,8,6,38,0,0,0,0,2940,15,23
Lucas Andersen,DEN,MF,QPR,28.0,1994.0,10.1,453,340,111,29,1,3,74,14,51,9,34,3,322,2,6
Keshi Anderson,ENG,"FW,MF",Birmingham City,28.0,1995.0,11.3,414,368,44,14,2,3,46,8,19,10,6,0,308,2,19
Kai Andrews,WAL,MF,Coventry City,16.0,2006.0,0.0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1
Ryan Andrews,ENG,"DF,MF",Watford,18.0,2004.0,28.6,1386,1129,252,13,5,10,71,239,0,0,0,0,931,5,49
Jaidon Anthony,ENG,"FW,MF",Leeds United,23.0,1999.0,5.6,317,284,33,8,0,2,43,8,17,6,7,0,242,0,10
Adil Aouchiche,FRA,"MF,FW",Sunderland,21.0,2002.0,12.2,607,539,66,15,5,11,100,1,46,17,19,0,417,2,19
Arvin Appiah,ENG,"FW,MF",Rotherham Utd,22.0,2001.0,9.3,226,202,23,0,0,0,21,12,6,4,1,0,172,1,15
Joe Aribo,NGA,MF,Southampton,27.0,1996.0,17.8,1003,984,14,6,2,0,7,7,1,0,0,0,886,5,22
Adam Armstrong,ENG,"FW,MF",Southampton,26.0,1997.0,41.6,1214,1147,62,7,8,12,62,28,4,0,0,0,970,5,43
Sinclair Armstrong,IRL,FW,QPR,20.0,2003.0,19.8,257,248,8,1,1,1,10,2,0,0,0,0,181,1,13
Stuart Armstrong,SCO,MF,Southampton,31.0,1992.0,31.4,1961,1802,146,23,9,12,146,23,83,49,14,4,1563,13,45
Harrison Ashby,SCO,"DF,MF",Swansea City,21.0,2001.0,8.9,327,264,61,7,0,4,22,51,3,0,1,1,220,2,4
Cian Ashford,WAL,FW,Cardiff City,18.0,2004.0,3.5,98,98,0,0,0,1,6,0,0,0,0,0,78,0,2
Yaser Asprilla,COL,"FW,MF",Watford,19.0,2003.0,30.4,1163,1100,60,16,14,16,105,10,27,15,11,0,860,3,29
Joshua Austerfield,ENG,MF,Huddersfield,21.0,2001.0,0.8,19,19,0,0,0,0,0,0,0,0,0,0,15,0,0
Daniel Ayala,ESP,DF,Rotherham Utd,32.0,1990.0,3.9,101,99,2,1,0,1,0,1,0,0,0,0,74,0,2
Yasin Ayari,SWE,MF,Blackburn,19.0,2003.0,3.7,190,180,6,1,4,1,2,3,2,0,1,0,149,4,4
Yasin Ayari,SWE,MF,Coventry City,19.0,2003.0,6.1,241,226,13,3,6,1,13,3,3,1,2,0,174,2,1
Loick Ayina,CGO,"DF,MF",Huddersfield,20.0,2003.0,0.9,21,18,3,0,0,0,0,3,0,0,0,0,18,0,0
Luke Ayling,ENG,DF,Leeds United,31.0,1991.0,8.3,433,342,91,8,1,6,16,82,1,0,0,0,330,0,10
Luke Ayling,ENG,DF,Middlesbrough,31.0,1991.0,18.2,1172,943,223,29,4,11,57,193,1,0,0,0,944,6,41
Finn Azaz,IRL,"MF,FW",Plymouth Argyle,22.0,2000.0,19.6,882,839,37,10,7,9,22,2,21,1,2,0,674,6,26
Finn Azaz,IRL,"MF,FW",Middlesbrough,22.0,2000.0,15.1,637,609,24,7,9,3,43,1,16,8,5,0,461,4,23
Abdoullah Ba,FRA,"MF,FW",Sunderland,20.0,2003.0,21.4,675,650,22,0,1,2,30,13,2,0,0,0,535,3,27
Daniel Bachmann,AUT,GK,Watford,29.0,1994.0,27.0,1125,960,160,82,0,4,0,0,0,0,0,0,836,5,2
