Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 24_level_0_Matches
1,Azeem Abdulai,sct SCO,"DF,FW",Swansea City,20,2002,1.5,6,3.86,6,0,0,0,0,0,1,0.64,1,0,0,0,0,0,Matches
2,Ken Aboh,eng ENG,MF,Norwich City,18,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
3,Che Adams,sct SCO,FW,Southampton,27,1996,25.4,66,2.59,53,0,1,10,2,0,11,0.43,9,0,0,2,0,0,Matches
4,Ebou Adams,gm GAM,"MF,DF",Cardiff City,27,1996,3.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
5,Albert Adomah,gh GHA,"DF,FW",QPR,35,1987,4.1,6,1.46,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
6,Emanuel Aiwum,at AUT,DF,Birmingham City,22,2000,21.6,14,0.65,11,0,0,2,0,1,1,0.05,1,0,0,0,0,0,Matches
7,Semi Ajayi,ng NGA,DF,West Brom,29,1993,13.4,10,0.74,10,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
8,Yunus Akgün,tr TUR,"MF,FW",Leicester City,23,2000,9.9,32,3.24,23,3,2,1,2,1,4,0.40,4,0,0,0,0,0,Matches
9,Marc Albrighton,eng ENG,FW,Leicester City,33,1989,1.4,10,7.03,6,3,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
10,Carlos Alcaraz,ar ARG,"MF,FW",Southampton,20,2002,12.2,47,3.83,36,0,6,3,1,1,4,0.33,4,0,0,0,0,0,Matches
11,Ajibola Alese,eng ENG,DF,Sunderland,22,2001,5.1,11,2.14,8,0,0,1,0,2,0,0.00,0,0,0,0,0,0,Matches
12,Rúnar Alex Rúnarsson,is ISL,GK,Cardiff City,28,1995,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
13,Jamie Allen,eng ENG,MF,Coventry City,28,1995,12.9,27,2.10,25,0,0,1,1,0,3,0.23,1,0,0,1,1,0,Matches
14,Joe Allen,wls WAL,MF,Swansea City,33,1990,7.1,16,2.25,12,0,0,1,2,1,3,0.42,2,0,0,0,0,1,Matches
15,Ryan Allsop,eng ENG,GK,Hull City,31,1992,36.9,8,0.22,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
16,Jak Alnwick,eng ENG,GK,Cardiff City,30,1993,24.0,1,0.04,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
17,Sone Aluko,ng NGA,FW,Ipswich Town,34,1989,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
18,Samuel Amo-Ameyaw,eng ENG,"FW,MF",Southampton,17,2006,0.8,5,6.00,2,1,1,1,0,0,1,1.20,0,0,1,0,0,0,Matches
19,Ethan Ampadu,wls WAL,"MF,DF",Leeds United,22,2000,46.0,85,1.85,77,1,1,3,1,2,5,0.11,5,0,0,0,0,0,Matches
20,Lucas Andersen,dk DEN,MF,QPR,28,1994,10.1,49,4.85,27,16,3,1,1,1,5,0.50,3,1,1,0,0,0,Matches
21,Keshi Anderson,eng ENG,"FW,MF",Birmingham City,28,1995,11.3,55,4.85,36,6,3,5,3,2,6,0.53,3,0,0,2,0,1,Matches
22,Kai Andrews,wls WAL,MF,Coventry City,16,2006,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
23,Ryan Andrews,eng ENG,"DF,MF",Watford,18,2004,28.6,43,1.50,36,4,1,0,2,0,4,0.14,2,2,0,0,0,0,Matches
24,Jaidon Anthony,eng ENG,"FW,MF",Leeds United,23,1999,5.6,28,5.03,16,4,6,2,0,0,1,0.18,1,0,0,0,0,0,Matches
25,Adil Aouchiche,fr FRA,"MF,FW",Sunderland,21,2002,12.2,64,5.23,42,7,2,6,2,5,3,0.25,3,0,0,0,0,0,Matches
26,Arvin Appiah,eng ENG,"FW,MF",Rotherham Utd,22,2001,9.3,19,2.05,14,1,1,0,3,0,2,0.22,2,0,0,0,0,0,Matches
27,Joe Aribo,ng NGA,MF,Southampton,27,1996,17.8,51,2.86,44,1,2,3,0,1,4,0.22,4,0,0,0,0,0,Matches
28,Adam Armstrong,eng ENG,"FW,MF",Southampton,26,1997,41.6,115,2.77,88,1,8,12,4,2,19,0.46,14,0,1,4,0,0,Matches
29,Sinclair Armstrong,ie IRL,FW,QPR,20,2003,19.8,38,1.92,26,0,9,2,1,0,7,0.35,6,0,1,0,0,0,Matches
30,Stuart Armstrong,sct SCO,MF,Southampton,31,1992,31.4,136,4.33,109,12,5,6,3,1,17,0.54,12,1,1,2,1,0,Matches
31,Harrison Ashby,sct SCO,"DF,MF",Swansea City,21,2001,8.9,9,1.02,6,0,2,1,0,0,2,0.23,2,0,0,0,0,0,Matches
32,Cian Ashford,wls WAL,FW,Cardiff City,18,2004,3.5,12,3.46,9,0,1,1,1,0,2,0.58,1,0,0,0,1,0,Matches
33,Yaser Asprilla,co COL,"FW,MF",Watford,19,2003,30.4,146,4.81,104,11,20,7,4,0,11,0.36,8,1,1,1,0,0,Matches
34,Joshua Austerfield,eng ENG,MF,Huddersfield,21,2001,0.8,1,1.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
35,Daniel Ayala,es ESP,DF,Rotherham Utd,32,1990,3.9,2,0.51,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
36,Yasin Ayari,se SWE,MF,Blackburn,19,2003,3.7,13,3.50,11,1,0,1,0,0,1,0.27,1,0,0,0,0,0,Matches
37,Yasin Ayari,se SWE,MF,Coventry City,19,2003,6.1,30,4.91,25,1,3,1,0,0,3,0.49,2,0,0,1,0,0,Matches
38,Loick Ayina,cg CGO,"DF,MF",Huddersfield,20,2003,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
39,Luke Ayling,eng ENG,DF,Leeds United,31,1991,8.3,20,2.40,17,2,0,0,0,1,3,0.36,2,0,0,0,0,1,Matches
40,Luke Ayling,eng ENG,DF,Middlesbrough,31,1991,18.2,51,2.80,45,2,1,1,2,0,10,0.55,9,0,0,0,1,0,Matches
41,Finn Azaz,ie IRL,"MF,FW",Plymouth Argyle,22,2000,19.6,122,6.23,98,4,12,6,1,1,13,0.66,11,0,1,0,0,1,Matches
42,Finn Azaz,ie IRL,"MF,FW",Middlesbrough,22,2000,15.1,61,4.04,48,3,5,3,2,0,9,0.60,7,1,0,1,0,0,Matches
43,Abdoullah Ba,fr FRA,"MF,FW",Sunderland,20,2003,21.4,79,3.69,61,0,6,3,9,0,8,0.37,8,0,0,0,0,0,Matches
44,Daniel Bachmann,at AUT,GK,Watford,29,1994,27.0,2,0.07,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
45,Juninho Bacuna,cw CUW,"FW,MF",Birmingham City,25,1997,33.0,131,3.97,75,31,15,4,4,2,14,0.42,7,3,2,0,2,0,Matches
46,Lewis Baker,eng ENG,MF,Stoke City,28,1995,11.9,48,4.04,18,24,1,3,1,1,4,0.34,1,1,0,1,1,0,Matches
47,Tyreeq Bakinson,eng ENG,MF,Sheffield Weds,24,1998,3.2,4,1.24,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
48,Radinio Balker,sr SUR,DF,Huddersfield,24,1998,4.5,5,1.11,3,0,0,2,0,0,1,0.22,0,0,0,1,0,0,Matches
49,Dominic Ball,eng ENG,"MF,DF",Ipswich Town,27,1995,1.6,1,0.62,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
50,Daniel Ballard,nir NIR,DF,Sunderland,23,1999,42.6,23,0.54,19,0,1,2,1,0,0,0.00,0,0,0,0,0,0,Matches
51,Patrick Bamford,eng ENG,"FW,MF",Leeds United,29,1993,16.6,28,1.69,16,0,2,6,3,1,2,0.12,2,0,0,0,0,0,Matches
52,Alex Bangura,sl SLE,DF,Middlesbrough,24,1999,6.5,12,1.85,9,0,3,0,0,0,3,0.46,2,0,1,0,0,0,Matches
53,Barry Bannan,sct SCO,MF,Sheffield Weds,33,1989,38.0,141,3.71,104,25,1,6,2,3,8,0.21,7,0,0,1,0,0,Matches
54,Daniel Barlaser,tr TUR,MF,Middlesbrough,26,1997,25.9,104,4.02,67,33,2,0,2,0,11,0.43,7,3,1,0,0,0,Matches
55,Ashley Barnes,eng ENG,"MF,FW",Norwich City,33,1989,27.8,49,1.76,40,0,2,5,2,0,7,0.25,6,0,0,1,0,0,Matches
