Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Unnamed: 8_level_0_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Unnamed: 23_level_0_Matches
1,Azeem Abdulai,sct SCO,"DF,FW",Swansea City,20,2002,1.5,94,85,9,2,0,1,7,7,0,0,0,0,75,0,1,Matches
2,Ken Aboh,eng ENG,MF,Norwich City,18,2004,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
3,Che Adams,sct SCO,FW,Southampton,27,1996,25.4,678,633,36,8,10,10,7,9,0,0,0,0,516,9,25,Matches
4,Ebou Adams,gm GAM,"MF,DF",Cardiff City,27,1996,3.4,155,149,6,0,0,0,1,6,0,0,0,0,113,0,1,Matches
5,Albert Adomah,gh GHA,"DF,FW",QPR,35,1987,4.1,114,96,13,2,0,1,15,11,0,0,0,0,60,5,7,Matches
6,Emanuel Aiwum,at AUT,DF,Birmingham City,22,2000,21.6,921,855,64,24,0,4,3,38,0,0,0,0,774,2,7,Matches
7,Semi Ajayi,ng NGA,DF,West Brom,29,1993,13.4,785,746,36,21,1,18,9,11,0,0,0,0,634,3,7,Matches
8,Yunus Akgün,tr TUR,"MF,FW",Leicester City,23,2000,9.9,426,410,15,4,2,1,17,1,10,5,4,0,370,1,6,Matches
9,Marc Albrighton,eng ENG,FW,Leicester City,33,1989,1.4,103,89,14,1,0,0,27,4,9,1,6,0,64,0,2,Matches
10,Carlos Alcaraz,ar ARG,"MF,FW",Southampton,20,2002,12.2,616,601,14,5,5,9,5,7,1,0,0,0,508,1,15,Matches
11,Ajibola Alese,eng ENG,DF,Sunderland,22,2001,5.1,324,260,64,6,0,0,4,57,0,0,0,0,255,0,7,Matches
12,Rúnar Alex Rúnarsson,is ISL,GK,Cardiff City,28,1995,6.0,221,164,57,15,0,1,0,0,0,0,0,0,176,0,0,Matches
13,Jamie Allen,eng ENG,MF,Coventry City,28,1995,12.9,454,444,10,5,3,2,9,0,0,0,0,0,374,0,8,Matches
14,Joe Allen,wls WAL,MF,Swansea City,33,1990,7.1,307,299,8,5,0,2,3,3,0,0,0,0,259,0,10,Matches
15,Ryan Allsop,eng ENG,GK,Hull City,31,1992,36.9,1980,1760,213,89,2,3,0,1,0,0,0,0,1566,7,3,Matches
16,Jak Alnwick,eng ENG,GK,Cardiff City,30,1993,24.0,882,597,282,110,0,3,0,0,0,0,0,0,555,3,1,Matches
17,Sone Aluko,ng NGA,FW,Ipswich Town,34,1989,0.0,3,3,0,0,0,0,1,0,0,0,0,0,2,0,1,Matches
18,Samuel Amo-Ameyaw,eng ENG,"FW,MF",Southampton,17,2006,0.8,39,36,3,0,0,0,6,1,2,1,0,0,31,0,1,Matches
19,Ethan Ampadu,wls WAL,"MF,DF",Leeds United,22,2000,46.0,3337,3188,134,79,12,8,6,38,0,0,0,0,2940,15,23,Matches
20,Lucas Andersen,dk DEN,MF,QPR,28,1994,10.1,453,340,111,29,1,3,74,14,51,9,34,3,322,2,6,Matches
21,Keshi Anderson,eng ENG,"FW,MF",Birmingham City,28,1995,11.3,414,368,44,14,2,3,46,8,19,10,6,0,308,2,19,Matches
22,Kai Andrews,wls WAL,MF,Coventry City,16,2006,0.0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,1,Matches
23,Ryan Andrews,eng ENG,"DF,MF",Watford,18,2004,28.6,1386,1129,252,13,5,10,71,239,0,0,0,0,931,5,49,Matches
24,Jaidon Anthony,eng ENG,"FW,MF",Leeds United,23,1999,5.6,317,284,33,8,0,2,43,8,17,6,7,0,242,0,10,Matches
25,Adil Aouchiche,fr FRA,"MF,FW",Sunderland,21,2002,12.2,607,539,66,15,5,11,100,1,46,17,19,0,417,2,19,Matches
26,Arvin Appiah,eng ENG,"FW,MF",Rotherham Utd,22,2001,9.3,226,202,23,0,0,0,21,12,6,4,1,0,172,1,15,Matches
27,Joe Aribo,ng NGA,MF,Southampton,27,1996,17.8,1003,984,14,6,2,0,7,7,1,0,0,0,886,5,22,Matches
28,Adam Armstrong,eng ENG,"FW,MF",Southampton,26,1997,41.6,1214,1147,62,7,8,12,62,28,4,0,0,0,970,5,43,Matches
29,Sinclair Armstrong,ie IRL,FW,QPR,20,2003,19.8,257,248,8,1,1,1,10,2,0,0,0,0,181,1,13,Matches
30,Stuart Armstrong,sct SCO,MF,Southampton,31,1992,31.4,1961,1802,146,23,9,12,146,23,83,49,14,4,1563,13,45,Matches
31,Harrison Ashby,sct SCO,"DF,MF",Swansea City,21,2001,8.9,327,264,61,7,0,4,22,51,3,0,1,1,220,2,4,Matches
32,Cian Ashford,wls WAL,FW,Cardiff City,18,2004,3.5,98,98,0,0,0,1,6,0,0,0,0,0,78,0,2,Matches
33,Yaser Asprilla,co COL,"FW,MF",Watford,19,2003,30.4,1163,1100,60,16,14,16,105,10,27,15,11,0,860,3,29,Matches
34,Joshua Austerfield,eng ENG,MF,Huddersfield,21,2001,0.8,19,19,0,0,0,0,0,0,0,0,0,0,15,0,0,Matches
35,Daniel Ayala,es ESP,DF,Rotherham Utd,32,1990,3.9,101,99,2,1,0,1,0,1,0,0,0,0,74,0,2,Matches
36,Yasin Ayari,se SWE,MF,Blackburn,19,2003,3.7,190,180,6,1,4,1,2,3,2,0,1,0,149,4,4,Matches
37,Yasin Ayari,se SWE,MF,Coventry City,19,2003,6.1,241,226,13,3,6,1,13,3,3,1,2,0,174,2,1,Matches
38,Loick Ayina,cg CGO,"DF,MF",Huddersfield,20,2003,0.9,21,18,3,0,0,0,0,3,0,0,0,0,18,0,0,Matches
39,Luke Ayling,eng ENG,DF,Leeds United,31,1991,8.3,433,342,91,8,1,6,16,82,1,0,0,0,330,0,10,Matches
40,Luke Ayling,eng ENG,DF,Middlesbrough,31,1991,18.2,1172,943,223,29,4,11,57,193,1,0,0,0,944,6,41,Matches
41,Finn Azaz,ie IRL,"MF,FW",Plymouth Argyle,22,2000,19.6,882,839,37,10,7,9,22,2,21,1,2,0,674,6,26,Matches
42,Finn Azaz,ie IRL,"MF,FW",Middlesbrough,22,2000,15.1,637,609,24,7,9,3,43,1,16,8,5,0,461,4,23,Matches
43,Abdoullah Ba,fr FRA,"MF,FW",Sunderland,20,2003,21.4,675,650,22,0,1,2,30,13,2,0,0,0,535,3,27,Matches
44,Daniel Bachmann,at AUT,GK,Watford,29,1994,27.0,1125,960,160,82,0,4,0,0,0,0,0,0,836,5,2,Matches
45,Juninho Bacuna,cw CUW,"FW,MF",Birmingham City,25,1997,33.0,1308,1077,225,69,11,17,145,63,79,27,36,1,856,6,56,Matches
46,Lewis Baker,eng ENG,MF,Stoke City,28,1995,11.9,533,426,103,36,0,0,80,3,56,18,28,3,407,4,5,Matches
47,Tyreeq Bakinson,eng ENG,MF,Sheffield Weds,24,1998,3.2,69,69,0,0,0,1,1,0,0,0,0,0,49,0,2,Matches
48,Radinio Balker,sr SUR,DF,Huddersfield,24,1998,4.5,183,175,7,4,2,5,0,2,0,0,0,0,148,1,0,Matches
49,Dominic Ball,eng ENG,"MF,DF",Ipswich Town,27,1995,1.6,132,116,16,6,0,0,0,10,0,0,0,0,115,0,0,Matches
50,Daniel Ballard,nir NIR,DF,Sunderland,23,1999,42.6,2697,2565,129,74,2,3,0,8,0,0,0,0,2418,3,15,Matches
51,Patrick Bamford,eng ENG,"FW,MF",Leeds United,29,1993,16.6,323,294,27,0,5,1,1,0,0,0,0,0,233,2,11,Matches
52,Alex Bangura,sl SLE,DF,Middlesbrough,24,1999,6.5,328,269,59,7,0,0,16,52,0,0,0,0,280,0,8,Matches
53,Barry Bannan,sct SCO,MF,Sheffield Weds,33,1989,38.0,2209,1959,233,118,9,37,137,9,92,55,8,3,1699,17,24,Matches
54,Daniel Barlaser,tr TUR,MF,Middlesbrough,26,1997,25.9,2237,1991,243,111,12,30,137,6,124,41,49,8,1911,3,9,Matches
55,Ashley Barnes,eng ENG,"MF,FW",Norwich City,33,1989,27.8,495,473,16,3,5,3,2,1,0,0,0,0,372,6,15,Matches
56,Kyle Bartley,eng ENG,DF,West Brom,32,1991,29.0,1599,1493,106,86,1,25,1,8,0,0,0,0,1387,0,8,Matches
57,Danny Batth,eng ENG,DF,Norwich City,32,1990,6.5,372,364,8,5,0,0,0,3,0,0,0,0,317,0,2,Matches
58,Patrick Bauer,de GER,DF,Preston,30,1992,0.7,20,20,0,0,0,0,0,0,0,0,0,0,17,0,0,Matches
59,Vakoun Bayo,ci CIV,FW,Watford,26,1997,24.7,537,503,34,1,1,3,9,4,0,0,0,0,415,0,14,Matches
60,Gavin Bazunu,ie IRL,GK,Southampton,21,2002,41.0,1938,1721,216,49,0,10,0,1,0,0,0,0,1691,1,2,Matches
61,James Beadle,eng ENG,GK,Sheffield Weds,19,2004,19.0,735,538,195,61,0,0,0,0,0,0,0,0,473,2,1,Matches
62,Jan Bednarek,pl POL,DF,Southampton,27,1996,39.4,3968,3790,175,96,2,18,0,18,0,0,0,0,3787,3,9,Matches
63,Asmir Begović,ba BIH,GK,QPR,36,1987,45.0,1474,1023,440,125,0,2,0,0,0,0,0,0,1024,11,1,Matches
64,Sam Bell,eng ENG,"FW,DF",Bristol City,21,2002,20.1,484,463,19,2,0,1,51,14,0,0,0,0,320,2,29,Matches
65,Jobe Bellingham,eng ENG,"MF,FW",Sunderland,17,2005,40.3,1398,1354,39,24,6,5,10,3,0,0,0,0,1201,5,33,Matches
66,Jewison Bennette,cr CRC,FW,Sunderland,19,2004,0.1,4,3,1,0,0,0,1,1,0,0,0,0,3,0,0,Matches
67,Di'Shon Bernard,jm JAM,DF,Sheffield Weds,22,2000,30.3,1326,1216,104,19,1,2,2,42,0,0,0,0,1093,6,6,Matches
68,Kian Best,eng ENG,DF,Preston,17,2005,7.7,398,306,90,13,0,6,47,58,19,18,0,0,248,2,9,Matches
69,Bartosz Białkowski,pl POL,GK,Millwall,36,1987,14.0,332,190,140,41,0,1,0,0,0,0,0,0,179,2,1,Matches
70,Jake Bidwell,eng ENG,DF,Coventry City,30,1993,22.8,1235,940,288,39,1,0,112,225,24,15,5,2,913,7,29,Matches
71,Krystian Bielik,pl POL,"MF,DF",Birmingham City,25,1998,33.1,1571,1521,49,42,2,29,1,6,0,0,0,0,1330,1,19,Matches
72,Luis Binks,eng ENG,DF,Coventry City,21,2001,14.8,1041,1007,30,27,1,14,7,3,0,0,0,0,855,4,8,Matches
73,Nathan Bishop,eng ENG,GK,Sunderland,23,1999,1.0,37,27,9,1,0,0,0,0,0,0,0,0,30,1,0,Matches
74,Tyler Blackett,eng ENG,DF,Rotherham Utd,29,1994,10.0,337,315,21,5,0,4,4,16,0,0,0,0,223,1,4,Matches
75,Thomas Bloxham,ie IRL,FW,Blackburn,18,2005,0.1,9,7,2,0,0,0,2,0,2,1,1,0,7,0,0,Matches
76,Tolaji Bola,eng ENG,"MF,DF",Rotherham Utd,24,1999,0.3,6,6,0,0,0,0,1,0,0,0,0,0,4,0,1,Matches
77,Yannick Bolasie,cd COD,"FW,MF",Swansea City,34,1989,3.4,106,104,0,0,1,0,17,0,0,0,0,0,64,2,5,Matches
78,Jack Bonham,ie IRL,GK,Stoke City,29,1993,14.0,530,385,142,38,0,2,0,0,0,0,0,0,352,3,2,Matches
79,Josh Bowler,eng ENG,"FW,MF",Cardiff City,24,1999,26.4,601,579,22,6,1,7,36,7,9,9,0,0,451,0,31,Matches
80,Tom Bradshaw,wls WAL,FW,Millwall,31,1992,22.3,307,302,4,0,1,1,16,2,0,0,0,0,196,1,11,Matches
81,Robbie Brady,ie IRL,"DF,MF",Preston,31,1992,17.4,905,734,165,42,2,14,119,84,39,32,5,0,571,6,24,Matches
82,Cohen Bramall,eng ENG,DF,Rotherham Utd,27,1996,32.7,1011,827,179,15,0,1,85,159,5,5,0,0,638,5,37,Matches
83,James Bree,eng ENG,DF,Southampton,25,1997,12.0,920,797,121,23,1,0,61,65,33,14,12,1,784,2,11,Matches
84,Callum Brittain,eng ENG,"DF,MF",Blackburn,25,1998,40.3,2539,2119,417,37,11,16,143,354,26,10,12,0,1975,3,76,Matches
85,Nathan Broadhead,wls WAL,FW,Ipswich Town,25,1998,25.5,670,649,15,5,9,5,25,1,9,7,2,0,504,6,26,Matches
86,David Brooks,wls WAL,"FW,MF",Southampton,26,1997,9.9,479,442,36,9,6,2,26,7,18,1,7,0,375,1,13,Matches
87,Jacob Brown,sct SCO,FW,Stoke City,25,1998,1.0,27,27,0,0,0,0,1,0,0,0,0,0,15,0,3,Matches
88,Alan Browne,ie IRL,"MF,DF",Preston,28,1995,35.2,1557,1362,187,61,6,14,110,44,53,29,13,0,1117,8,49,Matches
89,Joe Bryan,eng ENG,"DF,MF",Millwall,29,1993,16.1,762,560,197,44,2,5,86,113,40,21,16,1,551,5,18,Matches
90,Gerard Buabo,,FW,Ipswich Town,,,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
91,Lee Buchanan,eng ENG,DF,Birmingham City,22,2001,30.3,1624,1280,337,41,2,11,41,296,0,0,0,0,1176,7,36,Matches
92,John Buckley,eng ENG,"MF,FW",Sheffield Weds,23,1999,5.2,192,170,20,5,1,2,16,3,12,3,6,0,143,2,4,Matches
93,John Buckley,eng ENG,MF,Blackburn,23,1999,5.6,381,353,27,16,4,2,13,3,7,1,3,0,301,1,4,Matches
94,Mustapha Bundu,sl SLE,"FW,MF",Plymouth Argyle,26,1997,10.7,308,289,14,0,2,2,20,9,0,0,0,0,204,5,13,Matches
95,Wouter Burger,nl NED,MF,Stoke City,22,2001,29.2,1507,1433,61,36,3,19,35,13,1,0,0,0,1129,13,34,Matches
96,Cameron Burgess,au AUS,DF,Ipswich Town,27,1995,38.0,2571,2335,228,85,3,31,1,12,0,0,0,0,2101,8,10,Matches
97,Delano Burgzorg,sr SUR,FW,Huddersfield,24,1998,24.5,375,336,36,0,1,3,7,7,3,0,0,0,274,3,20,Matches
98,Oliver Burke,sct SCO,"FW,MF",Birmingham City,26,1997,11.2,319,300,18,0,1,1,17,16,0,0,0,0,212,1,6,Matches
99,Wes Burns,wls WAL,FW,Ipswich Town,28,1994,26.5,780,762,17,2,1,2,140,15,0,0,0,0,523,1,48,Matches
100,Mason Burstow,eng ENG,FW,Sunderland,19,2003,9.9,181,161,20,1,2,1,2,0,0,0,0,0,134,0,11,Matches
101,Matt Butcher,eng ENG,MF,Plymouth Argyle,26,1997,3.8,167,158,7,1,0,1,1,5,1,0,0,0,130,2,3,Matches
102,George Byers,sct SCO,MF,Sheffield Weds,27,1996,15.3,583,543,39,20,4,3,20,6,4,1,2,0,463,1,11,Matches
103,Sam Byram,eng ENG,DF,Leeds United,29,1993,21.5,1245,995,241,17,3,2,30,224,0,0,0,0,981,9,25,Matches
