Player,Nation,Pos,Squad,Age,Born,90s,Performance_CrdY,Performance_CrdR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial Duels_Won,Aerial Duels_Lost,Aerial Duels_Won%
Azeem Abdulai,SCO,"DF,FW",Swansea City,20.0,2002.0,1.5,1,0,0,0,6,0,7,4,4,0,0,0,7,4,2,66.7
Ken Aboh,ENG,MF,Norwich City,18.0,2004.0,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,
Che Adams,SCO,FW,Southampton,27.0,1996.0,25.4,5,0,0,35,44,18,7,5,15,0,0,0,60,20,29,40.8
Ebou Adams,GAM,"MF,DF",Cardiff City,27.0,1996.0,3.4,4,0,0,10,5,0,1,5,12,0,0,0,23,15,1,93.8
Albert Adomah,GHA,"DF,FW",QPR,35.0,1987.0,4.1,2,0,0,7,2,1,15,3,9,0,0,1,23,3,9,25.0
Emanuel Aiwum,AUT,DF,Birmingham City,22.0,2000.0,21.6,4,0,0,14,21,0,3,20,27,0,0,0,83,33,34,49.3
Semi Ajayi,NGA,DF,West Brom,29.0,1993.0,13.4,1,0,0,9,6,1,9,10,12,0,0,0,60,35,28,55.6
Yunus Akgün,TUR,"MF,FW",Leicester City,23.0,2000.0,9.9,1,0,0,12,9,1,17,6,10,0,0,0,49,4,12,25.0
Marc Albrighton,ENG,FW,Leicester City,33.0,1989.0,1.4,0,0,0,0,2,0,27,2,4,0,0,0,10,1,0,100.0
Carlos Alcaraz,ARG,"MF,FW",Southampton,20.0,2002.0,12.2,4,0,0,8,15,3,5,6,18,0,0,0,60,18,13,58.1
Ajibola Alese,ENG,DF,Sunderland,22.0,2001.0,5.1,2,0,0,3,8,0,4,6,9,0,0,0,18,9,7,56.3
Rúnar Alex Rúnarsson,ISL,GK,Cardiff City,28.0,1995.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0.0
Jamie Allen,ENG,MF,Coventry City,28.0,1995.0,12.9,1,0,0,10,6,2,9,14,7,0,0,0,58,8,13,38.1
Joe Allen,WAL,MF,Swansea City,33.0,1990.0,7.1,5,0,0,10,10,0,3,15,8,0,0,0,37,7,10,41.2
Ryan Allsop,ENG,GK,Hull City,31.0,1992.0,36.9,3,0,0,0,1,0,0,0,0,0,0,0,56,6,0,100.0
Jak Alnwick,ENG,GK,Cardiff City,30.0,1993.0,24.0,1,0,0,0,4,0,0,0,0,0,0,0,28,5,0,100.0
Sone Aluko,NGA,FW,Ipswich Town,34.0,1989.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
Samuel Amo-Ameyaw,ENG,"FW,MF",Southampton,17.0,2006.0,0.8,0,0,0,1,0,0,6,0,2,0,0,0,2,0,3,0.0
Ethan Ampadu,WAL,"MF,DF",Leeds United,22.0,2000.0,46.0,9,0,0,45,39,1,6,64,42,0,0,0,319,63,37,63.0
Lucas Andersen,DEN,MF,QPR,28.0,1994.0,10.1,2,0,0,12,8,1,74,11,9,0,0,0,38,2,8,20.0
Keshi Anderson,ENG,"FW,MF",Birmingham City,28.0,1995.0,11.3,2,0,0,13,27,4,46,7,7,1,0,0,68,6,31,16.2
Kai Andrews,WAL,MF,Coventry City,16.0,2006.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ryan Andrews,ENG,"DF,MF",Watford,18.0,2004.0,28.6,7,1,0,33,46,4,71,44,38,0,0,1,157,17,50,25.4
Jaidon Anthony,ENG,"FW,MF",Leeds United,23.0,1999.0,5.6,0,0,0,12,11,1,43,2,5,0,0,0,31,3,4,42.9
Adil Aouchiche,FRA,"MF,FW",Sunderland,21.0,2002.0,12.2,2,0,0,12,11,4,100,10,16,0,0,0,70,6,19,24.0
Arvin Appiah,ENG,"FW,MF",Rotherham Utd,22.0,2001.0,9.3,2,0,0,3,15,3,21,5,6,0,0,0,47,4,12,25.0
Joe Aribo,NGA,MF,Southampton,27.0,1996.0,17.8,5,0,0,14,33,1,7,9,31,0,0,0,110,14,20,41.2
Adam Armstrong,ENG,"FW,MF",Southampton,26.0,1997.0,41.6,5,0,0,39,28,23,62,9,16,0,0,0,92,26,18,59.1
Sinclair Armstrong,IRL,FW,QPR,20.0,2003.0,19.8,5,0,0,45,26,31,10,3,4,0,0,0,44,29,35,45.3
Stuart Armstrong,SCO,MF,Southampton,31.0,1992.0,31.4,6,0,0,22,35,1,146,11,21,0,0,0,149,4,14,22.2
Harrison Ashby,SCO,"DF,MF",Swansea City,21.0,2001.0,8.9,1,0,0,15,7,2,22,18,20,0,1,0,43,6,16,27.3
Cian Ashford,WAL,FW,Cardiff City,18.0,2004.0,3.5,0,0,0,5,4,0,6,1,3,0,0,0,15,2,5,28.6
Yaser Asprilla,COL,"FW,MF",Watford,19.0,2003.0,30.4,7,0,0,33,34,8,105,20,30,0,0,0,158,6,9,40.0
Joshua Austerfield,ENG,MF,Huddersfield,21.0,2001.0,0.8,0,0,0,0,1,0,0,1,0,0,0,0,4,1,1,50.0
Daniel Ayala,ESP,DF,Rotherham Utd,32.0,1990.0,3.9,4,2,2,6,0,0,0,15,5,0,0,0,21,10,2,83.3
Yasin Ayari,SWE,MF,Blackburn,19.0,2003.0,3.7,3,0,0,9,5,0,2,4,9,0,0,0,26,1,6,14.3
Yasin Ayari,SWE,MF,Coventry City,19.0,2003.0,6.1,2,0,0,11,13,0,13,5,8,0,0,0,30,7,2,77.8
Loick Ayina,CGO,"DF,MF",Huddersfield,20.0,2003.0,0.9,1,0,0,1,0,0,0,1,0,0,0,0,1,1,2,33.3
Luke Ayling,ENG,DF,Leeds United,31.0,1991.0,8.3,2,0,0,8,6,4,16,10,21,0,0,0,50,17,10,63.0
Luke Ayling,ENG,DF,Middlesbrough,31.0,1991.0,18.2,7,0,0,16,18,2,57,16,21,0,0,0,83,31,30,50.8
Finn Azaz,IRL,"MF,FW",Plymouth Argyle,22.0,2000.0,19.6,2,0,0,12,25,1,22,18,14,0,0,0,119,11,18,37.9
Finn Azaz,IRL,"MF,FW",Middlesbrough,22.0,2000.0,15.1,2,0,0,9,14,1,43,8,11,0,0,0,69,6,8,42.9
Abdoullah Ba,FRA,"MF,FW",Sunderland,20.0,2003.0,21.4,8,0,0,18,33,16,30,11,13,0,0,0,73,18,25,41.9
Daniel Bachmann,AUT,GK,Watford,29.0,1994.0,27.0,5,1,1,2,8,0,0,1,2,0,2,0,54,10,1,90.9
Juninho Bacuna,CUW,"FW,MF",Birmingham City,25.0,1997.0,33.0,8,0,0,66,41,3,145,28,42,0,0,0,189,47,64,42.3
Lewis Baker,ENG,MF,Stoke City,28.0,1995.0,11.9,3,0,0,17,14,2,80,5,11,0,0,0,65,5,3,62.5
Tyreeq Bakinson,ENG,MF,Sheffield Weds,24.0,1998.0,3.2,0,0,0,4,0,0,1,6,2,0,0,0,14,2,1,66.7
Radinio Balker,SUR,DF,Huddersfield,24.0,1998.0,4.5,1,0,0,3,4,0,0,8,8,0,0,0,16,12,12,50.0
Dominic Ball,ENG,"MF,DF",Ipswich Town,27.0,1995.0,1.6,2,0,0,2,4,0,0,2,2,0,0,0,12,5,1,83.3
Daniel Ballard,NIR,DF,Sunderland,23.0,1999.0,42.6,14,0,0,41,52,2,0,35,34,0,0,1,246,118,63,65.2
Patrick Bamford,ENG,"FW,MF",Leeds United,29.0,1993.0,16.6,2,0,0,17,16,11,1,2,10,1,0,0,44,24,38,38.7
Alex Bangura,SLE,DF,Middlesbrough,24.0,1999.0,6.5,1,0,0,8,18,0,16,5,6,0,0,0,26,0,2,0.0
