Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 25_level_0_Matches
1,Azeem Abdulai,sct SCO,"DF,FW",Swansea City,20,2002,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
2,Ken Aboh,eng ENG,MF,Norwich City,18,2004,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
3,Che Adams,sct SCO,FW,Southampton,27,1996,25.4,16,80,31,38.8,3.15,1.22,0.20,0.52,16.4,0,0,0,13.6,13.6,0.17,+2.4,+2.4,Matches
4,Ebou Adams,gm GAM,"MF,DF",Cardiff City,27,1996,3.4,0,2,0,0.0,0.58,0.00,0.00,,25.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
5,Albert Adomah,gh GHA,"DF,FW",QPR,35,1987,4.1,0,2,0,0.0,0.49,0.00,0.00,,16.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
6,Emanuel Aiwum,at AUT,DF,Birmingham City,22,2000,21.6,0,5,2,40.0,0.23,0.09,0.00,0.00,9.5,0,0,0,0.7,0.7,0.14,-0.7,-0.7,Matches
7,Semi Ajayi,ng NGA,DF,West Brom,29,1993,13.4,2,6,2,33.3,0.45,0.15,0.33,1.00,8.4,0,0,0,0.9,0.9,0.16,+1.1,+1.1,Matches
8,Yunus Akgün,tr TUR,"MF,FW",Leicester City,23,2000,9.9,1,16,3,18.8,1.62,0.30,0.06,0.33,16.3,0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches
9,Marc Albrighton,eng ENG,FW,Leicester City,33,1989,1.4,0,1,0,0.0,0.70,0.00,0.00,,16.6,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
10,Carlos Alcaraz,ar ARG,"MF,FW",Southampton,20,2002,12.2,3,40,16,40.0,3.27,1.31,0.08,0.19,19.5,3,0,1,4.4,3.6,0.09,-1.4,-0.6,Matches
11,Ajibola Alese,eng ENG,DF,Sunderland,22,2001,5.1,0,1,0,0.0,0.19,0.00,0.00,,14.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
12,Rúnar Alex Rúnarsson,is ISL,GK,Cardiff City,28,1995,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
13,Jamie Allen,eng ENG,MF,Coventry City,28,1995,12.9,1,11,4,36.4,0.85,0.31,0.09,0.25,18.0,0,0,0,1.8,1.8,0.16,-0.8,-0.8,Matches
14,Joe Allen,wls WAL,MF,Swansea City,33,1990,7.1,2,9,2,22.2,1.26,0.28,0.22,1.00,14.6,0,0,0,1.6,1.6,0.18,+0.4,+0.4,Matches
15,Ryan Allsop,eng ENG,GK,Hull City,31,1992,36.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
16,Jak Alnwick,eng ENG,GK,Cardiff City,30,1993,24.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
17,Sone Aluko,ng NGA,FW,Ipswich Town,34,1989,0.0,0,1,0,0.0,30.00,0.00,0.00,,26.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
18,Samuel Amo-Ameyaw,eng ENG,"FW,MF",Southampton,17,2006,0.8,0,1,0,0.0,1.20,0.00,0.00,,15.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
19,Ethan Ampadu,wls WAL,"MF,DF",Leeds United,22,2000,46.0,0,29,6,20.7,0.63,0.13,0.00,0.00,19.1,0,0,0,2.3,2.3,0.08,-2.3,-2.3,Matches
20,Lucas Andersen,dk DEN,MF,QPR,28,1994,10.1,1,15,6,40.0,1.49,0.59,0.07,0.17,18.1,1,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
21,Keshi Anderson,eng ENG,"FW,MF",Birmingham City,28,1995,11.3,0,19,4,21.1,1.67,0.35,0.00,0.00,17.8,0,0,0,1.5,1.5,0.08,-1.5,-1.5,Matches
22,Kai Andrews,wls WAL,MF,Coventry City,16,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
23,Ryan Andrews,eng ENG,"DF,MF",Watford,18,2004,28.6,3,37,10,27.0,1.29,0.35,0.08,0.30,20.8,0,0,0,1.8,1.8,0.05,+1.2,+1.2,Matches
24,Jaidon Anthony,eng ENG,"FW,MF",Leeds United,23,1999,5.6,1,20,6,30.0,3.60,1.08,0.05,0.17,18.0,1,0,0,1.7,1.7,0.08,-0.7,-0.7,Matches
25,Adil Aouchiche,fr FRA,"MF,FW",Sunderland,21,2002,12.2,2,41,13,31.7,3.35,1.06,0.02,0.08,19.0,7,1,1,5.0,4.2,0.10,-3.0,-3.2,Matches
26,Arvin Appiah,eng ENG,"FW,MF",Rotherham Utd,22,2001,9.3,0,9,1,11.1,0.97,0.11,0.00,0.00,22.2,2,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
27,Joe Aribo,ng NGA,MF,Southampton,27,1996,17.8,4,21,7,33.3,1.18,0.39,0.19,0.57,17.0,0,0,0,1.9,1.9,0.09,+2.1,+2.1,Matches
28,Adam Armstrong,eng ENG,"FW,MF",Southampton,26,1997,41.6,21,140,54,38.6,3.36,1.30,0.12,0.31,15.0,1,4,4,22.0,18.9,0.14,-1.0,-1.9,Matches
29,Sinclair Armstrong,ie IRL,FW,QPR,20,2003,19.8,3,44,21,47.7,2.23,1.06,0.07,0.14,13.6,0,0,0,6.1,6.1,0.14,-3.1,-3.1,Matches
30,Stuart Armstrong,sct SCO,MF,Southampton,31,1992,31.4,5,67,23,34.3,2.13,0.73,0.07,0.22,19.9,6,0,0,6.5,6.5,0.10,-1.5,-1.5,Matches
31,Harrison Ashby,sct SCO,"DF,MF",Swansea City,21,2001,8.9,1,4,1,25.0,0.45,0.11,0.25,1.00,20.7,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
32,Cian Ashford,wls WAL,FW,Cardiff City,18,2004,3.5,1,8,2,25.0,2.31,0.58,0.13,0.50,22.2,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches
33,Yaser Asprilla,co COL,"FW,MF",Watford,19,2003,30.4,6,76,26,34.2,2.50,0.86,0.08,0.23,19.4,0,0,0,6.6,6.6,0.09,-0.6,-0.6,Matches
34,Joshua Austerfield,eng ENG,MF,Huddersfield,21,2001,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
35,Daniel Ayala,es ESP,DF,Rotherham Utd,32,1990,3.9,0,3,1,33.3,0.77,0.26,0.00,0.00,8.0,0,0,0,0.5,0.5,0.18,-0.5,-0.5,Matches
36,Yasin Ayari,se SWE,MF,Blackburn,19,2003,3.7,0,6,2,33.3,1.62,0.54,0.00,0.00,23.9,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
37,Yasin Ayari,se SWE,MF,Coventry City,19,2003,6.1,1,16,1,6.3,2.62,0.16,0.06,1.00,24.9,0,0,0,1.7,1.7,0.11,-0.7,-0.7,Matches
38,Loick Ayina,cg CGO,"DF,MF",Huddersfield,20,2003,0.9,0,1,0,0.0,1.15,0.00,0.00,,9.5,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
39,Luke Ayling,eng ENG,DF,Leeds United,31,1991,8.3,1,8,1,12.5,0.96,0.12,0.13,1.00,12.0,0,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches
40,Luke Ayling,eng ENG,DF,Middlesbrough,31,1991,18.2,0,16,3,18.8,0.88,0.16,0.00,0.00,14.8,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
41,Finn Azaz,ie IRL,"MF,FW",Plymouth Argyle,22,2000,19.6,7,50,16,32.0,2.55,0.82,0.12,0.38,19.7,1,1,1,4.7,3.9,0.08,+2.3,+2.1,Matches
42,Finn Azaz,ie IRL,"MF,FW",Middlesbrough,22,2000,15.1,4,33,8,24.2,2.19,0.53,0.12,0.50,18.1,0,0,0,2.8,2.8,0.09,+1.2,+1.2,Matches
43,Abdoullah Ba,fr FRA,"MF,FW",Sunderland,20,2003,21.4,3,39,11,28.2,1.82,0.51,0.08,0.27,15.7,0,0,0,4.2,4.2,0.11,-1.2,-1.2,Matches
44,Daniel Bachmann,at AUT,GK,Watford,29,1994,27.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
45,Juninho Bacuna,cw CUW,"FW,MF",Birmingham City,25,1997,33.0,7,90,22,24.4,2.73,0.67,0.07,0.27,22.5,6,1,1,6.7,5.9,0.07,+0.3,+0.1,Matches
46,Lewis Baker,eng ENG,MF,Stoke City,28,1995,11.9,2,23,12,52.2,1.94,1.01,0.09,0.17,25.8,4,0,0,1.1,1.1,0.05,+0.9,+0.9,Matches
47,Tyreeq Bakinson,eng ENG,MF,Sheffield Weds,24,1998,3.2,0,5,1,20.0,1.55,0.31,0.00,0.00,24.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
48,Radinio Balker,sr SUR,DF,Huddersfield,24,1998,4.5,0,4,0,0.0,0.88,0.00,0.00,,18.2,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
49,Dominic Ball,eng ENG,"MF,DF",Ipswich Town,27,1995,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
