Player,Nation,Pos,Squad,Age,Born,90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err
Azeem Abdulai,SCO,"DF,FW",Swansea City,20.0,2002.0,1.5,6,4,3,2,1,4,7,57.1,3,4,0,4,4,10,6,0
Ken Aboh,ENG,MF,Norwich City,18.0,2004.0,0.1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
Che Adams,SCO,FW,Southampton,27.0,1996.0,25.4,19,15,3,9,7,8,12,66.7,4,18,7,11,5,24,11,0
Ebou Adams,GAM,"MF,DF",Cardiff City,27.0,1996.0,3.4,16,12,11,4,1,9,11,81.8,2,3,0,3,5,21,18,0
Albert Adomah,GHA,"DF,FW",QPR,35.0,1987.0,4.1,20,9,10,7,3,6,15,40.0,9,5,0,5,3,23,8,0
Emanuel Aiwum,AUT,DF,Birmingham City,22.0,2000.0,21.6,45,27,26,17,2,28,34,82.4,6,44,27,17,20,65,85,2
Semi Ajayi,NGA,DF,West Brom,29.0,1993.0,13.4,19,12,11,6,2,9,15,60.0,6,9,5,4,10,29,30,1
Yunus Akgün,TUR,"MF,FW",Leicester City,23.0,2000.0,9.9,16,10,5,7,4,4,11,36.4,7,10,0,10,6,22,3,0
Marc Albrighton,ENG,FW,Leicester City,33.0,1989.0,1.4,5,4,1,3,1,3,5,60.0,2,2,0,2,2,7,3,0
Carlos Alcaraz,ARG,"MF,FW",Southampton,20.0,2002.0,12.2,29,18,6,15,8,15,28,53.6,13,21,2,19,6,35,14,0
Ajibola Alese,ENG,DF,Sunderland,22.0,2001.0,5.1,10,9,6,3,1,4,7,57.1,3,7,1,6,6,16,13,0
Rúnar Alex Rúnarsson,ISL,GK,Cardiff City,28.0,1995.0,6.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0
Jamie Allen,ENG,MF,Coventry City,28.0,1995.0,12.9,15,7,9,4,2,6,22,27.3,16,6,1,5,14,29,7,1
Joe Allen,WAL,MF,Swansea City,33.0,1990.0,7.1,13,8,3,7,3,8,15,53.3,7,5,1,4,15,28,9,0
Ryan Allsop,ENG,GK,Hull City,31.0,1992.0,36.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,15,2
Jak Alnwick,ENG,GK,Cardiff City,30.0,1993.0,24.0,0,0,0,0,0,0,3,0.0,3,2,0,2,0,0,12,1
Sone Aluko,NGA,FW,Ipswich Town,34.0,1989.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Samuel Amo-Ameyaw,ENG,"FW,MF",Southampton,17.0,2006.0,0.8,3,2,1,0,2,2,3,66.7,1,2,0,2,0,3,1,0
Ethan Ampadu,WAL,"MF,DF",Leeds United,22.0,2000.0,46.0,70,42,34,32,4,29,44,65.9,15,64,36,28,64,134,111,0
Lucas Andersen,DEN,MF,QPR,28.0,1994.0,10.1,14,9,5,7,2,8,16,50.0,8,12,0,12,11,25,8,0
Keshi Anderson,ENG,"FW,MF",Birmingham City,28.0,1995.0,11.3,14,7,7,4,3,5,14,35.7,9,12,0,12,7,21,12,0
Kai Andrews,WAL,MF,Coventry City,16.0,2006.0,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Ryan Andrews,ENG,"DF,MF",Watford,18.0,2004.0,28.6,48,38,26,18,4,22,40,55.0,18,32,3,29,44,92,62,2
Jaidon Anthony,ENG,"FW,MF",Leeds United,23.0,1999.0,5.6,14,5,6,6,2,8,18,44.4,10,10,0,10,2,16,4,0
Adil Aouchiche,FRA,"MF,FW",Sunderland,21.0,2002.0,12.2,25,16,7,9,9,9,25,36.0,16,11,0,11,10,35,6,0
Arvin Appiah,ENG,"FW,MF",Rotherham Utd,22.0,2001.0,9.3,9,6,3,4,2,4,10,40.0,6,11,0,11,5,14,2,0
Joe Aribo,NGA,MF,Southampton,27.0,1996.0,17.8,48,31,13,21,14,18,30,60.0,12,24,2,22,9,57,8,0
Adam Armstrong,ENG,"FW,MF",Southampton,26.0,1997.0,41.6,25,16,8,8,9,13,28,46.4,15,30,3,27,9,34,23,0
Sinclair Armstrong,IRL,FW,QPR,20.0,2003.0,19.8,5,4,1,1,3,1,5,20.0,4,11,0,11,3,8,1,0
Stuart Armstrong,SCO,MF,Southampton,31.0,1992.0,31.4,34,21,12,16,6,15,44,34.1,29,22,1,21,11,45,24,0
Harrison Ashby,SCO,"DF,MF",Swansea City,21.0,2001.0,8.9,26,20,13,11,2,12,25,48.0,13,12,4,8,18,44,18,1
Cian Ashford,WAL,FW,Cardiff City,18.0,2004.0,3.5,7,3,6,1,0,3,8,37.5,5,3,0,3,1,8,3,0
Yaser Asprilla,COL,"FW,MF",Watford,19.0,2003.0,30.4,47,30,9,26,12,20,55,36.4,35,29,0,29,20,67,4,0
Joshua Austerfield,ENG,MF,Huddersfield,21.0,2001.0,0.8,1,0,0,1,0,0,0,,0,0,0,0,1,2,0,0
Daniel Ayala,ESP,DF,Rotherham Utd,32.0,1990.0,3.9,9,5,5,4,0,2,5,40.0,3,6,4,2,15,24,14,0
Yasin Ayari,SWE,MF,Blackburn,19.0,2003.0,3.7,15,9,5,4,6,5,12,41.7,7,5,0,5,4,19,2,0
Yasin Ayari,SWE,MF,Coventry City,19.0,2003.0,6.1,13,8,4,5,4,7,12,58.3,5,5,0,5,5,18,3,0
Loick Ayina,CGO,"DF,MF",Huddersfield,20.0,2003.0,0.9,0,0,0,0,0,0,0,,0,3,3,0,1,1,4,0
Luke Ayling,ENG,DF,Leeds United,31.0,1991.0,8.3,30,21,16,11,3,16,32,50.0,16,10,0,10,10,40,19,0
Luke Ayling,ENG,DF,Middlesbrough,31.0,1991.0,18.2,31,21,22,4,5,15,39,38.5,24,15,3,12,16,47,39,0
Finn Azaz,IRL,"MF,FW",Plymouth Argyle,22.0,2000.0,19.6,17,14,6,10,1,8,26,30.8,18,13,2,11,18,35,15,0
Finn Azaz,IRL,"MF,FW",Middlesbrough,22.0,2000.0,15.1,17,11,3,9,5,7,20,35.0,13,18,2,16,8,25,5,0
Abdoullah Ba,FRA,"MF,FW",Sunderland,20.0,2003.0,21.4,17,13,5,10,2,8,17,47.1,9,9,1,8,11,28,7,0
Daniel Bachmann,AUT,GK,Watford,29.0,1994.0,27.0,2,2,2,0,0,1,2,50.0,1,0,0,0,1,3,12,2
Juninho Bacuna,CUW,"FW,MF",Birmingham City,25.0,1997.0,33.0,66,42,26,29,11,30,64,46.9,34,50,8,42,28,94,47,0
Lewis Baker,ENG,MF,Stoke City,28.0,1995.0,11.9,13,11,5,6,2,4,11,36.4,7,10,4,6,5,18,10,0
Tyreeq Bakinson,ENG,MF,Sheffield Weds,24.0,1998.0,3.2,3,2,1,2,0,0,2,0.0,2,4,1,3,6,9,7,0
Radinio Balker,SUR,DF,Huddersfield,24.0,1998.0,4.5,11,8,3,8,0,2,4,50.0,2,3,3,0,8,19,20,0
Dominic Ball,ENG,"MF,DF",Ipswich Town,27.0,1995.0,1.6,3,2,1,1,1,2,5,40.0,3,0,0,0,2,5,4,0
Daniel Ballard,NIR,DF,Sunderland,23.0,1999.0,42.6,50,34,34,16,0,25,38,65.8,13,58,40,18,35,85,182,1
Patrick Bamford,ENG,"FW,MF",Leeds United,29.0,1993.0,16.6,17,10,0,12,5,10,17,58.8,7,4,0,4,2,19,10,0
Alex Bangura,SLE,DF,Middlesbrough,24.0,1999.0,6.5,9,6,6,3,0,3,6,50.0,3,7,1,6,5,14,12,0
Barry Bannan,SCO,MF,Sheffield Weds,33.0,1989.0,38.0,59,41,25,26,8,30,56,53.6,26,50,12,38,42,101,47,0
Daniel Barlaser,TUR,MF,Middlesbrough,26.0,1997.0,25.9,31,21,10,17,4,17,35,48.6,18,16,7,9,21,52,26,3
Ashley Barnes,ENG,"MF,FW",Norwich City,33.0,1989.0,27.8,15,10,6,6,3,8,18,44.4,10,18,6,12,4,19,29,1
Kyle Bartley,ENG,DF,West Brom,32.0,1991.0,29.0,17,11,10,6,1,6,14,42.9,8,24,14,10,24,41,130,0
Danny Batth,ENG,DF,Norwich City,32.0,1990.0,6.5,5,4,1,4,0,1,4,25.0,3,4,4,0,4,9,40,0
Patrick Bauer,GER,DF,Preston,30.0,1992.0,0.7,0,0,0,0,0,0,0,,0,2,1,1,0,0,4,0
Vakoun Bayo,CIV,FW,Watford,26.0,1997.0,24.7,22,15,4,14,4,6,12,50.0,6,10,5,5,8,30,19,0
Gavin Bazunu,IRL,GK,Southampton,21.0,2002.0,41.0,2,2,1,1,0,2,2,100.0,0,0,0,0,1,3,16,3
James Beadle,ENG,GK,Sheffield Weds,19.0,2004.0,19.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,9,1
Jan Bednarek,POL,DF,Southampton,27.0,1996.0,39.4,34,18,19,14,1,16,29,55.2,13,46,34,12,61,95,145,0
Asmir Begović,BIH,GK,QPR,36.0,1987.0,45.0,2,2,2,0,0,1,2,50.0,1,0,0,0,1,3,14,2
Sam Bell,ENG,"FW,DF",Bristol City,21.0,2002.0,20.1,19,11,8,7,4,9,32,28.1,23,27,1,26,17,36,12,0
Jobe Bellingham,ENG,"MF,FW",Sunderland,17.0,2005.0,40.3,60,38,23,29,8,24,47,51.1,23,55,14,41,32,92,58,2
Jewison Bennette,CRC,FW,Sunderland,19.0,2004.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Di'Shon Bernard,JAM,DF,Sheffield Weds,22.0,2000.0,30.3,48,34,32,14,2,20,31,64.5,11,49,24,25,34,82,98,2
Kian Best,ENG,DF,Preston,17.0,2005.0,7.7,19,9,6,10,3,12,25,48.0,13,12,1,11,5,24,4,0
Bartosz Białkowski,POL,GK,Millwall,36.0,1987.0,14.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,1
Jake Bidwell,ENG,DF,Coventry City,30.0,1993.0,22.8,32,21,17,9,6,20,28,71.4,8,27,12,15,31,63,60,0
Krystian Bielik,POL,"MF,DF",Birmingham City,25.0,1998.0,33.1,53,29,30,19,4,25,58,43.1,33,55,19,36,59,112,93,2
Luis Binks,ENG,DF,Coventry City,21.0,2001.0,14.8,26,15,14,11,1,10,15,66.7,5,13,7,6,19,45,67,0
Nathan Bishop,ENG,GK,Sunderland,23.0,1999.0,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Tyler Blackett,ENG,DF,Rotherham Utd,29.0,1994.0,10.0,16,11,11,5,0,9,14,64.3,5,21,13,8,11,27,47,0
Thomas Bloxham,IRL,FW,Blackburn,18.0,2005.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
Tolaji Bola,ENG,"MF,DF",Rotherham Utd,24.0,1999.0,0.3,1,1,1,0,0,0,0,,0,1,0,1,1,2,1,0
Yannick Bolasie,COD,"FW,MF",Swansea City,34.0,1989.0,3.4,7,4,3,3,1,6,10,60.0,4,0,0,0,4,11,2,1
Jack Bonham,IRL,GK,Stoke City,29.0,1993.0,14.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,0
Josh Bowler,ENG,"FW,MF",Cardiff City,24.0,1999.0,26.4,35,24,19,12,4,15,33,45.5,18,32,2,30,16,51,10,0
Tom Bradshaw,WAL,FW,Millwall,31.0,1992.0,22.3,10,6,0,6,4,5,8,62.5,3,14,4,10,1,11,20,0
Robbie Brady,IRL,"DF,MF",Preston,31.0,1992.0,17.4,57,34,32,19,6,30,50,60.0,20,27,3,24,18,75,45,1
Cohen Bramall,ENG,DF,Rotherham Utd,27.0,1996.0,32.7,40,25,25,13,2,24,46,52.2,22,38,16,22,30,70,83,0
James Bree,ENG,DF,Southampton,25.0,1997.0,12.0,19,11,10,7,2,13,19,68.4,6,8,2,6,7,26,24,0
Callum Brittain,ENG,"DF,MF",Blackburn,25.0,1998.0,40.3,78,54,43,19,16,37,65,56.9,28,67,13,54,39,117,104,1
Nathan Broadhead,WAL,FW,Ipswich Town,25.0,1998.0,25.5,32,24,7,15,10,19,52,36.5,33,35,4,31,8,40,8,0
David Brooks,WAL,"FW,MF",Southampton,26.0,1997.0,9.9,15,6,6,7,2,7,16,43.8,9,13,2,11,3,18,3,0
Jacob Brown,SCO,FW,Stoke City,25.0,1998.0,1.0,3,2,2,0,1,1,2,50.0,1,2,0,2,0,3,0,0
Alan Browne,IRL,"MF,DF",Preston,28.0,1995.0,35.2,76,49,35,30,11,40,81,49.4,41,53,14,39,54,130,56,3
Joe Bryan,ENG,"DF,MF",Millwall,29.0,1993.0,16.1,45,31,21,20,4,27,50,54.0,23,25,6,19,27,72,30,1
Gerard Buabo,,FW,Ipswich Town,,,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
