Player,Nation,Pos,Squad,Age,Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG
Abner,BRA,DF,Juventude,20,2004,19,13,1318,14.6,0,1,1,0,0,0,3,0,0.3,0.3,0.4,0.7,6,22,2,0.0,0.07,0.07,0.0,0.07,0.02,0.03,0.05,0.02,0.05
Nicolás Acevedo,URU,MF,Bahia,25,1999,32,18,1690,18.8,0,1,1,0,0,0,6,0,1.2,1.2,1.7,3.0,37,119,22,0.0,0.05,0.05,0.0,0.05,0.07,0.09,0.16,0.07,0.16
Luciano Acosta,ARG,MF,Fluminense,30,1994,16,15,1199,13.3,3,2,5,3,0,0,5,0,3.0,3.0,2.6,5.6,28,85,68,0.23,0.15,0.38,0.23,0.38,0.22,0.2,0.42,0.22,0.42
Adriel,BRA,MF,Sport Recife,18,2006,5,1,148,1.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,5,0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
Adson,BRA,"FW,MF",Vasco da Gama,24,2000,10,0,210,2.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.4,6,12,17,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.15,0.05,0.15
Braian Aguirre,ARG,DF,Internacional,24,2000,30,28,2389,26.5,1,0,1,1,0,0,4,0,0.8,0.8,1.0,1.8,38,124,146,0.04,0.0,0.04,0.04,0.04,0.03,0.04,0.07,0.03,0.07
Carlos Alberto,BRA,"FW,MF",Sport Recife,22,2002,9,4,330,3.7,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,5,9,20,0.0,0.0,0.0,0.0,0.0,0.14,0.02,0.15,0.14,0.15
Yuri Alberto,BRA,FW,Corinthians,23,2001,26,21,2005,22.3,10,2,12,8,2,3,3,0,11.2,9.1,1.5,10.6,27,21,126,0.45,0.09,0.54,0.36,0.45,0.5,0.07,0.57,0.41,0.48
José Aldo,BRA,MF,Mirassol,26,1998,30,15,1369,15.2,0,1,1,0,0,0,6,0,1.0,1.0,2.1,3.0,16,104,39,0.0,0.07,0.07,0.0,0.07,0.06,0.14,0.2,0.06,0.2
Alesson,BRA,FW,Mirassol,25,1999,26,16,1456,16.2,6,5,11,6,0,0,1,0,6.1,6.1,2.2,8.3,54,41,152,0.37,0.31,0.68,0.37,0.68,0.38,0.14,0.51,0.38,0.51
