Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Unnamed: 25_level_0_Matches
1,Abner,br BRA,DF,Juventude,20,2004,14.6,0,3,1,33.3,0.20,0.07,0.00,0.00,7.0,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
2,Nicolás Acevedo,uy URU,MF,Bahia,25,1999,18.8,0,20,9,45.0,1.07,0.48,0.00,0.00,24.4,0,0,0,1.2,1.2,0.06,-1.2,-1.2,Matches
3,Luciano Acosta,ar ARG,MF,Fluminense,30,1994,13.3,3,22,8,36.4,1.65,0.60,0.14,0.38,19.0,2,0,0,3.0,3.0,0.13,0.0,0.0,Matches
4,Adriel,br BRA,MF,Sport Recife,18,2006,1.6,0,1,0,0.0,0.61,0.00,0.00,,17.7,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
5,Adson,br BRA,"FW,MF",Vasco da Gama,24,2000,2.3,0,3,2,66.7,1.29,0.86,0.00,0.00,20.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
6,Braian Aguirre,ar ARG,DF,Internacional,24,2000,26.5,1,24,4,16.7,0.90,0.15,0.04,0.25,27.8,0,0,0,0.8,0.8,0.03,+0.2,+0.2,Matches
7,Carlos Alberto,br BRA,"FW,MF",Sport Recife,22,2002,3.7,0,3,2,66.7,0.82,0.55,0.00,0.00,17.9,0,0,0,0.5,0.5,0.17,-0.5,-0.5,Matches
8,Yuri Alberto,br BRA,FW,Corinthians,23,2001,22.3,10,62,20,32.3,2.78,0.90,0.13,0.40,15.1,0,2,3,11.2,9.1,0.15,-1.2,-1.1,Matches
9,José Aldo,br BRA,MF,Mirassol,26,1998,15.2,0,21,7,33.3,1.38,0.46,0.00,0.00,22.7,0,0,0,1.0,1.0,0.05,-1.0,-1.0,Matches
10,Alesson,br BRA,FW,Mirassol,25,1999,16.2,6,31,12,38.7,1.92,0.74,0.19,0.50,13.7,0,0,0,6.1,6.1,0.20,-0.1,-0.1,Matches
11,Caio Alexandre,br BRA,MF,Bahia,25,1999,14.5,0,10,1,10.0,0.69,0.07,0.00,0.00,26.5,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
12,Matheus Alexandre,br BRA,DF,Sport Recife,25,1999,19.8,0,9,1,11.1,0.46,0.05,0.00,0.00,19.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
13,Alexsander,br BRA,MF,Atlético Mineiro,21,2003,9.2,1,13,4,30.8,1.41,0.43,0.08,0.25,24.3,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
14,Alisson,br BRA,MF,São Paulo,31,1993,21.8,0,18,7,38.9,0.83,0.32,0.00,0.00,22.7,2,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
15,Allan,br BRA,"MF,FW",Palmeiras,20,2004,10.2,2,26,9,34.6,2.54,0.88,0.08,0.22,17.5,0,0,0,1.4,1.4,0.05,+0.6,+0.6,Matches
16,Allan,br BRA,MF,Botafogo (RJ),34,1991,10.7,0,3,1,33.3,0.28,0.09,0.00,0.00,19.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
17,Allan,br BRA,MF,Flamengo,27,1997,7.6,0,6,2,33.3,0.79,0.26,0.00,0.00,30.3,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
18,Allanzinho,br BRA,"MF,FW",Fortaleza,24,2000,3.2,0,7,0,0.0,2.20,0.00,0.00,,21.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
19,Júnior Alonso,py PAR,DF,Atlético Mineiro,31,1993,29.0,1,15,4,26.7,0.52,0.14,0.07,0.25,17.4,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches
20,Dyogo Alves,br BRA,GK,Flamengo,21,2004,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
