Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 22_level_0_Ast,Unnamed: 23_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 26_level_0_KP,Unnamed: 27_level_0_1/3,Unnamed: 28_level_0_PPA,Unnamed: 29_level_0_CrsPA,Unnamed: 30_level_0_PrgP,Unnamed: 31_level_0_Matches
1,Abner,br BRA,DF,Juventude,20,2004,14.6,468,553,84.6,9585,3242,130,139,93.5,276,298,92.6,59,106,55.7,1,0.4,0.2,+0.6,5,23,1,0,22,Matches
2,Nicolás Acevedo,uy URU,MF,Bahia,25,1999,18.8,1086,1267,85.7,17634,4720,538,579,92.9,434,489,88.8,75,121,62.0,1,1.7,1.6,-0.7,18,119,11,1,119,Matches
3,Luciano Acosta,ar ARG,MF,Fluminense,30,1994,13.3,435,580,75.0,6784,2121,234,283,82.7,147,180,81.7,34,64,53.1,2,2.6,2.6,-0.6,30,63,37,6,85,Matches
4,Adriel,br BRA,MF,Sport Recife,18,2006,1.6,44,51,86.3,832,194,17,20,85.0,21,24,87.5,6,7,85.7,0,0.0,0.0,0.0,0,6,1,0,5,Matches
5,Adson,br BRA,"FW,MF",Vasco da Gama,24,2000,2.3,122,146,83.6,1503,290,80,90,88.9,25,32,78.1,4,6,66.7,0,0.2,0.3,-0.2,4,13,4,1,12,Matches
6,Braian Aguirre,ar ARG,DF,Internacional,24,2000,26.5,1098,1439,76.3,19524,7320,473,536,88.2,500,642,77.9,107,188,56.9,0,1.0,1.4,-1.0,13,96,23,9,124,Matches
7,Carlos Alberto,br BRA,"FW,MF",Sport Recife,22,2002,3.7,51,69,73.9,761,255,26,34,76.5,17,20,85.0,3,6,50.0,0,0.1,0.0,-0.1,2,2,0,0,9,Matches
8,Yuri Alberto,br BRA,FW,Corinthians,23,2001,22.3,237,326,72.7,3311,515,134,171,78.4,79,102,77.5,10,14,71.4,2,1.5,0.4,+0.5,13,17,5,1,21,Matches
9,José Aldo,br BRA,MF,Mirassol,26,1998,15.2,724,857,84.5,12168,4078,336,374,89.8,289,324,89.2,69,98,70.4,1,2.1,1.7,-1.1,19,71,11,3,104,Matches
10,Alesson,br BRA,FW,Mirassol,25,1999,16.2,329,433,76.0,4590,1280,202,231,87.4,90,114,78.9,17,39,43.6,5,2.2,2.2,+2.8,24,19,30,12,41,Matches
