Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Unnamed: 8_level_0_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Unnamed: 23_level_0_Matches
1,Abner,br BRA,DF,Juventude,20,2004,14.6,553,525,24,19,1,1,0,0,0,0,0,0,468,4,2,Matches
2,Nicolás Acevedo,uy URU,MF,Bahia,25,1999,18.8,1267,1188,78,50,5,12,10,11,0,0,0,0,1086,1,25,Matches
3,Luciano Acosta,ar ARG,MF,Fluminense,30,1994,13.3,580,527,49,18,6,6,37,1,14,6,4,0,435,4,12,Matches
4,Adriel,br BRA,MF,Sport Recife,18,2006,1.6,51,50,1,1,0,2,0,0,0,0,0,0,44,0,0,Matches
5,Adson,br BRA,"FW,MF",Vasco da Gama,24,2000,2.3,146,143,3,2,0,0,7,1,0,0,0,0,122,0,4,Matches
6,Braian Aguirre,ar ARG,DF,Internacional,24,2000,26.5,1439,1178,257,19,1,4,79,238,0,0,0,0,1098,4,33,Matches
7,Carlos Alberto,br BRA,"FW,MF",Sport Recife,22,2002,3.7,69,61,8,1,0,1,5,5,0,0,0,0,51,0,2,Matches
8,Yuri Alberto,br BRA,FW,Corinthians,23,2001,22.3,326,306,20,1,0,3,4,3,0,0,0,0,237,0,13,Matches
9,José Aldo,br BRA,MF,Mirassol,26,1998,15.2,857,831,20,15,1,9,9,2,1,0,1,0,724,6,13,Matches
10,Alesson,br BRA,FW,Mirassol,25,1999,16.2,433,424,7,2,0,1,46,5,0,0,0,0,329,2,21,Matches
11,Caio Alexandre,br BRA,MF,Bahia,25,1999,14.5,1059,995,60,47,3,11,14,2,9,0,0,0,944,4,14,Matches
