Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 20_level_0_Int,Unnamed: 21_level_0_Tkl+Int,Unnamed: 22_level_0_Clr,Unnamed: 23_level_0_Err,Unnamed: 24_level_0_Matches
1,Abner,br BRA,DF,Juventude,20,2004,14.6,19,11,13,4,2,11,29,37.9,18,23,13,10,18,37,98,2,Matches
2,Nicolás Acevedo,uy URU,MF,Bahia,25,1999,18.8,58,40,22,27,9,28,68,41.2,40,35,9,26,31,89,23,0,Matches
3,Luciano Acosta,ar ARG,MF,Fluminense,30,1994,13.3,19,14,5,9,5,9,22,40.9,13,16,0,16,0,19,7,0,Matches
4,Adriel,br BRA,MF,Sport Recife,18,2006,1.6,4,3,2,2,0,3,3,100.0,0,2,0,2,1,5,4,0,Matches
5,Adson,br BRA,"FW,MF",Vasco da Gama,24,2000,2.3,6,4,4,1,1,0,0,,0,2,0,2,0,6,5,0,Matches
6,Braian Aguirre,ar ARG,DF,Internacional,24,2000,26.5,69,43,29,31,9,47,73,64.4,26,27,9,18,31,100,98,3,Matches
7,Carlos Alberto,br BRA,"FW,MF",Sport Recife,22,2002,3.7,4,3,2,1,1,2,4,50.0,2,2,0,2,9,13,7,0,Matches
8,Yuri Alberto,br BRA,FW,Corinthians,23,2001,22.3,12,7,2,6,4,7,15,46.7,8,5,0,5,4,16,17,2,Matches
9,José Aldo,br BRA,MF,Mirassol,26,1998,15.2,35,24,19,12,4,20,31,64.5,11,19,1,18,27,62,28,1,Matches
10,Alesson,br BRA,FW,Mirassol,25,1999,16.2,26,13,6,13,7,12,37,32.4,25,23,0,23,6,32,10,0,Matches
11,Caio Alexandre,br BRA,MF,Bahia,25,1999,14.5,29,15,10,18,1,14,42,33.3,28,16,7,9,10,39,24,1,Matches
12,Matheus Alexandre,br BRA,DF,Sport Recife,25,1999,19.8,51,33,27,17,7,26,40,65.0,14,24,6,18,33,84,59,0,Matches
13,Alexsander,br BRA,MF,Atlético Mineiro,21,2003,9.2,36,23,14,16,6,18,29,62.1,11,7,0,7,13,49,3,0,Matches
14,Alisson,br BRA,MF,São Paulo,31,1993,21.8,31,20,11,18,2,22,51,43.1,29,18,8,10,13,44,32,2,Matches
15,Allan,br BRA,"MF,FW",Palmeiras,20,2004,10.2,28,18,17,8,3,16,34,47.1,18,14,5,9,8,36,18,2,Matches
16,Allan,br BRA,MF,Botafogo (RJ),34,1991,10.7,26,17,14,11,1,15,35,42.9,20,15,2,13,5,31,20,0,Matches
17,Allan,br BRA,MF,Flamengo,27,1997,7.6,6,4,2,4,0,2,2,100.0,0,8,4,4,9,15,9,0,Matches
18,Allanzinho,br BRA,"MF,FW",Fortaleza,24,2000,3.2,3,2,2,1,0,1,1,100.0,0,4,1,3,2,5,2,0,Matches
19,Júnior Alonso,py PAR,DF,Atlético Mineiro,31,1993,29.0,33,18,19,12,2,20,31,64.5,11,20,14,6,32,65,132,0,Matches
20,Dyogo Alves,br BRA,GK,Flamengo,21,2004,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
21,Matheus Alves,br BRA,"MF,FW",São Paulo,19,2005,4.1,9,4,6,3,0,4,7,57.1,3,2,0,2,3,12,3,0,Matches
22,Francis Amuzu,be BEL,"FW,MF",Grêmio,25,1999,12.7,10,8,6,1,3,3,3,100.0,0,4,1,3,0,10,8,0,Matches
23,Felipe Anderson,br BRA,"MF,FW",Palmeiras,31,1993,19.7,53,33,26,21,6,29,65,44.6,36,27,2,25,18,71,24,1,Matches
24,Kervin Andrade,ve VEN,"FW,MF",Fortaleza,19,2005,1.8,4,4,2,1,1,1,1,100.0,0,2,0,2,1,5,0,0,Matches
25,André,br BRA,MF,Corinthians,18,2006,3.5,9,8,2,6,1,2,5,40.0,3,5,0,5,1,10,4,0,Matches
26,José Andrés Martínez,ve VEN,MF,Corinthians,30,1994,15.5,27,20,12,11,4,19,34,55.9,15,10,2,8,14,41,19,2,Matches
27,Wilker Ángel,ve VEN,DF,Juventude,31,1993,15.8,13,7,6,6,1,8,11,72.7,3,35,33,2,12,25,105,3,Matches
28,Fabrizio Angileri,ar ARG,DF,Corinthians,30,1994,18.2,35,23,25,8,2,22,33,66.7,11,26,14,12,10,45,90,1,Matches
29,Anthoni,br BRA,GK,Internacional,23,2002,17.0,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,11,4,Matches
30,Marcos Antônio,br BRA,MF,São Paulo,24,2000,21.1,19,9,11,8,0,9,29,31.0,20,19,7,12,7,26,34,0,Matches
31,Léo Aragão,br BRA,GK,Cruzeiro,22,2002,3.7,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
32,Guilherme Arana,br BRA,DF,Atlético Mineiro,27,1997,19.4,22,17,11,11,0,8,16,50.0,8,17,7,10,17,39,45,2,Matches
33,Willian Arão,br BRA,MF,Santos,32,1992,8.7,11,6,5,5,1,6,20,30.0,14,9,0,9,17,28,40,1,Matches
34,Luiz Araújo,br BRA,"FW,MF",Flamengo,28,1996,19.6,49,36,15,26,8,20,33,60.6,13,15,0,15,8,57,11,0,Matches
35,Matheus Araújo,br BRA,"MF,FW",Ceará,22,2002,3.0,3,1,1,2,0,0,3,0.0,3,3,0,3,0,3,1,0,Matches
36,Michel Araujo,uy URU,"MF,FW",Bahia,28,1996,9.5,32,20,11,15,6,16,29,55.2,13,5,2,3,7,39,19,1,Matches
37,Alexander Aravena,cl CHI,"FW,MF",Grêmio,22,2002,6.5,7,4,3,3,1,2,4,50.0,2,6,1,5,0,7,5,0,Matches
38,Robert Arboleda,ec ECU,DF,São Paulo,33,1991,22.9,34,21,26,8,0,17,24,70.8,7,43,29,14,17,51,154,1,Matches
39,Lucas Arcanjo,br BRA,GK,Vitória,26,1998,28.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,13,2,Matches
40,Matias Arezo,uy URU,FW,Grêmio,22,2002,3.0,2,1,1,0,1,0,2,0.0,2,4,1,3,0,2,2,0,Matches
41,Jhon Arias,co COL,FW,Fluminense,27,1997,12.0,13,10,3,3,7,7,16,43.8,9,17,0,17,4,17,2,0,Matches
42,Santiago Arias,co COL,DF,Bahia,33,1992,15.8,20,15,10,8,2,10,20,50.0,10,10,6,4,18,38,50,2,Matches
43,Keny Arroyo,ec ECU,FW,Cruzeiro,18,2006,7.2,7,6,2,4,1,5,10,50.0,5,6,1,5,4,11,7,0,Matches
44,Arthur,br BRA,FW,Sport Recife,21,2003,2.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,1,Matches
45,Artur,br BRA,"FW,MF",Botafogo (RJ),26,1998,21.3,15,12,4,7,4,9,25,36.0,16,16,0,16,11,26,11,0,Matches
46,Rodrigo Atencio,ar ARG,"MF,FW",Sport Recife,22,2002,6.0,8,3,5,2,1,5,12,41.7,7,2,0,2,4,12,3,1,Matches
47,Loide Augusto,ao ANG,"FW,MF",Vasco da Gama,24,2000,2.1,2,2,1,1,0,0,0,,0,2,0,2,1,3,1,0,Matches
